ID,X,Y,Z,ROTATIONS,COPIES
0,77,42,30,51,5
1,98,45,28,51,1
2,61,58,32,63,3
3,92,77,61,63,1
4,58,44,27,51,1
5,108,72,50,51,2
6,93,72,71,63,2
7,111,49,30,51,3
8,79,66,49,63,1
9,85,74,39,51,1
10,106,34,33,51,2
11,113,91,76,63,1
12,57,49,43,63,1
13,103,80,27,3,1
14,74,66,31,3,1
15,112,66,29,3,1
16,110,83,67,63,1
17,119,56,36,51,2
18,97,87,22,3,2
19,53,31,25,51,2
20,79,62,58,63,2
21,71,61,40,63,1
22,65,56,28,3,4
23,67,63,53,63,3
24,59,43,30,63,4
25,65,41,41,63,3
26,78,54,38,51,3
27,59,54,27,3,1
28,96,68,34,3,2
29,113,78,54,51,2
30,96,90,49,63,1
31,94,68,46,51,3
32,67,65,31,3,2
33,83,46,38,51,1
34,71,65,51,63,2
35,88,46,42,51,1
36,83,32,31,51,2
37,86,29,26,51,3
38,86,80,75,63,2
39,73,70,59,63,2
40,120,67,65,63,2
41,88,66,52,63,4
42,74,68,41,63,1
43,76,67,42,63,2
44,83,63,37,51,2
45,70,51,50,63,1
46,98,79,77,63,2
47,97,85,54,63,2
48,80,55,29,51,1
49,63,43,34,63,3
50,51,40,34,63,1
51,89,80,62,63,1
52,88,63,53,63,2
53,100,91,71,63,2
54,75,54,38,63,2
55,101,43,31,51,5
56,67,63,41,63,3
57,97,92,44,3,2
58,107,64,34,51,3
59,73,62,50,63,1
60,102,84,37,3,1
61,67,32,28,51,1
62,47,38,35,63,1
63,81,65,32,3,1
64,42,38,27,63,1
65,55,47,40,63,3
66,91,67,59,63,2
67,60,42,39,63,3
68,88,59,21,3,2
69,82,71,21,3,1
