ID,X,Y,Z,ROTATIONS,COPIES
0,62,59,52,63,1
1,54,52,50,63,1
2,102,69,65,63,1
3,97,76,46,51,2
4,52,50,37,63,1
5,93,85,23,3,2
6,90,38,38,51,1
7,66,60,40,63,2
8,38,31,26,63,1
9,86,60,36,51,1
10,92,47,34,51,1
11,103,69,22,3,1
12,79,71,42,63,1
13,66,33,20,51,1
14,100,93,45,3,1
15,91,84,21,3,1
16,92,47,29,51,1
17,76,55,40,63,1
18,98,90,53,63,2
19,81,75,53,63,1
20,113,88,63,63,1
21,87,32,20,51,2
22,92,74,40,51,1
23,78,55,28,51,1
24,106,75,23,3,1
25,66,58,50,63,2
26,109,79,66,63,1
27,119,71,36,51,4
28,93,69,42,51,1
29,99,90,60,63,2
30,95,85,73,63,1
31,71,49,29,51,1
32,106,57,45,51,1
33,110,67,49,51,1
34,100,54,50,51,2
35,107,55,29,51,1
36,119,47,27,51,1
37,84,71,53,63,1
38,86,70,20,3,2
39,98,58,50,63,1
40,76,70,28,3,1
41,115,95,47,3,2
42,96,72,56,63,4
43,79,63,28,3,1
44,71,37,27,51,1
45,80,70,63,63,1
46,60,56,31,63,1
47,64,62,25,3,2
48,110,76,43,51,1
49,75,49,41,63,1
50,69,67,50,63,2
51,98,78,74,63,1
52,85,71,57,63,2
53,64,54,37,63,4
54,106,72,68,63,1
55,68,60,44,63,1
56,58,51,31,63,1
57,88,42,26,51,1
58,116,49,32,51,2
59,92,89,42,3,2
60,97,44,39,51,1
61,100,46,40,51,1
62,74,51,36,51,1
63,57,57,31,63,2
64,106,99,21,3,3
65,74,66,38,63,1
66,47,44,42,63,2
67,104,52,28,51,1
68,108,82,54,51,2
69,53,48,43,63,2
70,83,46,30,51,1
71,71,37,31,51,1
72,114,90,53,51,1
73,104,69,35,51,1
74,59,31,25,51,1
75,110,85,27,3,1
76,68,58,52,63,1
77,97,91,44,3,3
78,102,51,22,3,1
79,94,52,21,3,3
80,94,40,30,51,1
81,53,53,47,63,2
82,117,46,25,51,2
83,59,54,38,63,1
84,67,60,42,63,3
85,76,66,51,63,1
86,113,94,29,3,1
87,87,36,27,51,2
88,100,47,28,51,3
89,59,40,32,63,1
