ID,X,Y,Z,ROTATIONS,COPIES
0,43,40,39,63,2
1,97,76,40,51,1
2,67,63,47,63,2
3,98,57,38,51,1
4,73,71,27,3,3
5,66,56,41,63,1
6,82,75,72,63,1
7,93,71,43,51,1
8,95,35,28,51,1
9,88,72,68,63,1
10,88,85,35,3,1
11,100,83,69,63,1
12,74,30,27,51,1
13,82,64,61,63,1
14,63,38,32,63,1
15,108,97,70,63,1
16,87,72,53,63,1
17,107,75,24,3,2
18,101,31,30,51,1
19,86,56,23,3,1
20,90,36,33,51,2
21,70,60,34,51,1
22,76,66,51,63,2
23,75,52,33,51,1
24,103,64,29,3,1
25,108,90,36,3,1
26,77,45,28,51,1
27,96,75,66,63,1
28,63,38,29,51,2
29,107,85,31,3,1
30,106,57,33,51,1
31,72,69,50,63,2
32,116,83,24,3,1
33,94,52,34,51,1
34,96,65,33,51,1
35,76,72,66,63,1
36,64,60,35,63,1
37,44,38,26,63,1
38,86,63,52,63,1
39,107,55,44,51,1
40,65,40,34,63,1
41,96,59,31,51,2
42,53,34,34,63,1
43,94,91,49,63,1
44,94,73,44,51,3
45,106,56,27,3,1
46,101,91,66,63,1
47,83,33,21,51,1
48,100,73,33,3,1
49,86,78,68,63,1
50,71,58,30,51,2
51,107,77,70,63,1
52,89,58,53,63,1
53,111,81,77,63,1
54,99,51,50,63,2
55,98,93,52,63,2
56,79,70,32,3,1
57,110,47,41,51,1
58,119,61,27,3,2
59,116,81,40,3,1
60,76,50,28,51,1
61,99,65,33,51,1
62,107,90,39,3,1
63,78,74,64,63,1
64,77,54,50,63,1
65,81,79,49,63,1
66,54,41,36,63,2
67,115,71,25,3,2
68,99,97,62,63,1
69,62,49,48,63,1
70,61,47,31,63,1
71,101,29,27,51,1
72,95,55,25,3,1
73,108,65,33,51,1
74,98,55,34,51,1
75,88,74,37,3,1
76,89,79,63,63,1
77,94,45,30,51,2
78,85,65,25,3,1
79,84,65,44,63,1
80,120,39,26,51,1
81,71,46,36,63,1
82,118,71,67,63,1
83,82,81,72,63,2
84,91,79,54,63,1
85,95,35,32,51,1
86,88,54,50,63,1
87,82,49,23,3,1
88,83,75,36,3,1
89,65,65,62,63,2
90,92,77,71,63,2
91,62,34,29,51,1
92,107,85,39,3,1
93,60,59,51,63,1
94,70,53,47,63,1
95,75,59,51,63,2
96,100,69,49,51,1
97,80,59,27,3,1
98,93,59,48,63,1
99,96,66,61,63,1
