ID,X,Y,Z,ROTATIONS,COPIES
0,118,66,47,51,3
1,99,56,25,3,1
2,91,83,48,63,2
3,104,66,40,51,1
4,75,60,33,51,1
5,113,78,60,63,1
6,36,36,29,63,3
7,56,48,40,63,1
8,67,40,22,51,2
9,92,78,64,63,1
10,73,61,31,51,3
11,72,66,58,63,4
12,56,44,26,51,1
13,93,65,34,51,3
14,113,63,50,51,2
15,35,34,31,63,2
16,100,99,80,63,1
17,105,69,20,3,3
18,77,60,38,51,1
19,98,69,30,3,2
20,107,56,20,3,2
21,89,88,54,63,1
22,83,73,31,3,2
23,53,46,44,63,1
24,87,53,34,51,2
25,79,63,33,51,1
26,114,77,60,63,5
27,61,51,29,51,1
28,83,73,56,63,1
29,76,28,27,51,1
30,109,35,29,51,2
31,86,76,39,51,1
32,84,79,34,3,1
33,60,33,26,51,1
34,100,94,25,3,2
35,88,73,56,63,1
36,99,76,41,51,3
37,48,42,27,63,1
38,114,71,33,3,2
39,98,73,43,51,3
40,97,61,26,3,2
41,103,61,51,51,2
42,99,75,28,3,1
43,103,46,27,51,4
44,73,51,41,63,1
45,74,56,51,63,2
46,43,41,32,63,2
47,66,55,52,63,2
48,116,48,36,51,1
49,63,30,30,51,3
50,87,77,73,63,1
51,86,69,68,63,2
52,102,73,70,63,1
53,51,29,28,63,2
54,86,62,55,63,1
55,87,45,29,51,1
56,113,67,61,63,2
57,67,34,32,51,2
58,101,86,34,3,1
59,99,91,37,3,2
60,86,70,41,51,1
61,62,56,32,63,2
62,91,62,55,63,1
63,79,65,43,63,1
64,75,66,41,63,1
65,94,72,72,63,1
66,107,87,65,63,4
67,54,45,28,63,2
68,115,50,39,51,3
69,79,49,40,63,2
