ID,X,Y,Z,ROTATIONS,COPIES
0,108,76,30,3,2
1,110,43,25,51,1
2,92,81,55,63,1
3,81,33,28,51,2
4,120,99,73,63,2
5,111,70,48,51,2
6,98,72,46,51,1
7,95,66,31,3,3
8,85,84,30,3,3
9,71,32,25,51,1
10,36,34,25,63,1
11,97,67,62,63,3
12,33,25,23,63,1
13,95,27,26,51,2
14,94,81,44,51,1
15,41,39,38,63,1
16,104,74,65,63,1
17,52,41,36,63,1
18,104,78,34,3,2
19,83,77,46,63,2
20,74,56,30,51,2
21,95,80,63,63,1
22,56,35,33,63,3
23,96,95,49,63,1
24,88,68,30,3,1
25,80,65,29,3,1
26,60,55,41,63,3
27,113,56,20,3,1
28,93,31,31,51,1
29,87,83,26,3,2
30,110,67,44,51,1
31,118,25,21,51,1
32,61,44,39,63,1
33,120,30,26,51,1
34,107,49,25,51,1
35,64,60,26,3,2
36,91,67,54,63,1
37,78,64,49,63,1
38,61,34,31,63,1
39,119,94,36,3,1
40,81,34,34,51,3
41,57,56,42,63,2
42,69,48,30,51,1
43,81,58,42,63,2
44,76,74,26,3,1
45,93,77,67,63,2
46,83,63,32,51,2
47,79,65,43,63,2
48,112,69,40,51,2
49,97,44,31,51,1
50,98,60,51,63,1
51,119,46,27,51,2
52,112,51,44,51,1
53,97,68,49,63,2
54,118,77,76,63,1
55,97,73,49,63,2
56,95,82,76,63,2
57,91,71,69,63,1
58,76,38,36,51,1
59,81,66,22,3,1
60,60,40,33,63,1
61,93,42,41,51,2
62,102,82,39,3,2
63,60,59,38,63,3
64,79,56,30,51,2
65,70,52,39,63,2
66,113,51,36,51,1
67,96,38,33,51,2
68,107,64,57,63,2
69,81,80,70,63,1
70,71,57,47,63,2
71,120,95,62,63,1
72,65,50,48,63,1
73,112,78,31,3,2
74,63,62,38,63,3
75,90,84,72,63,1
76,115,90,48,51,1
77,72,68,47,63,3
78,109,45,43,51,1
79,119,73,28,3,1
