ID,X,Y,Z,ROTATIONS,COPIES
0,74,60,32,51,2
1,100,50,43,51,2
2,95,74,42,51,2
3,95,70,30,3,1
4,45,37,24,63,2
5,67,60,25,3,2
6,55,51,35,63,1
7,76,71,61,63,1
8,119,88,51,51,1
9,98,81,26,3,1
10,86,69,61,63,1
11,117,54,30,51,2
12,96,40,24,51,1
13,54,52,41,63,2
14,89,61,41,51,1
15,82,81,71,63,1
16,97,53,49,63,1
17,74,72,35,3,1
18,83,77,47,63,1
19,80,48,45,63,3
20,102,56,55,63,2
21,63,61,30,3,1
22,70,67,42,63,1
23,99,93,80,63,1
24,78,60,25,3,2
25,46,45,26,63,2
26,78,42,21,3,1
27,84,46,37,51,1
28,65,63,30,3,1
29,74,45,37,51,1
30,67,58,30,51,1
31,113,79,75,63,1
32,69,63,27,3,1
33,66,66,63,63,2
34,108,31,21,51,1
35,113,85,28,3,1
36,99,73,37,51,1
37,53,48,30,63,1
38,51,50,35,63,2
39,64,60,42,63,2
40,92,91,47,63,1
41,66,50,28,51,2
42,116,55,47,51,1
43,106,85,37,3,2
44,75,59,46,63,2
45,107,68,36,51,3
46,88,45,30,51,1
47,112,71,23,3,1
48,93,39,35,51,1
49,101,96,61,63,2
50,79,77,24,3,2
51,58,50,46,63,1
52,81,55,36,51,3
53,68,62,52,63,2
54,106,85,28,3,1
55,76,75,30,3,2
56,120,78,41,51,1
57,81,77,76,63,1
58,66,58,43,63,1
59,82,49,38,51,3
60,71,46,26,51,1
61,76,56,49,63,1
62,114,74,28,3,1
63,70,69,55,63,2
64,68,59,43,63,2
65,92,91,74,63,2
66,110,66,26,3,1
67,68,49,41,63,1
68,101,77,52,63,3
69,57,41,27,51,1
70,61,48,41,63,1
71,107,84,53,51,1
72,113,49,25,51,2
73,83,42,38,51,1
74,59,53,22,3,1
75,98,73,61,63,1
76,118,75,70,63,2
77,101,95,37,3,1
78,88,77,65,63,2
79,82,80,70,63,1
80,103,48,35,51,3
81,108,71,70,63,1
82,45,44,37,63,3
83,81,43,25,51,1
84,77,59,45,63,1
85,80,79,34,3,1
86,85,51,23,3,1
87,92,62,35,51,1
88,88,51,43,51,1
89,93,56,32,51,1
