ID,X,Y,Z,ROTATIONS,COPIES
0,100,60,40,51,2
1,89,67,34,51,2
2,92,80,38,3,1
3,90,81,24,3,1
4,84,52,38,51,1
5,77,54,46,63,2
6,90,49,33,51,2
7,78,45,27,51,2
8,76,57,28,3,1
9,102,38,27,51,3
10,55,45,39,63,1
11,115,78,29,3,1
12,98,58,53,63,2
13,75,64,44,63,1
14,61,57,20,3,1
15,94,92,78,63,1
16,114,58,42,51,1
17,98,67,27,3,1
18,85,79,45,63,1
19,111,49,22,3,1
20,76,44,32,51,2
21,114,61,48,51,1
22,81,45,36,51,2
23,96,76,29,3,1
24,54,52,34,63,1
25,82,76,34,3,1
26,99,86,28,3,1
27,113,49,43,51,1
28,64,37,34,63,1
29,96,91,22,3,1
30,69,58,28,3,1
31,68,53,45,63,1
32,82,54,26,3,1
33,99,79,35,3,1
34,96,60,56,63,1
35,60,37,25,51,1
36,70,52,43,63,1
37,71,41,39,63,1
38,109,63,43,51,1
39,79,73,49,63,1
40,65,29,27,51,3
41,86,69,31,3,1
42,80,71,46,63,1
43,104,77,45,51,1
44,117,96,61,63,1
45,117,64,43,51,1
46,67,38,38,63,1
47,113,39,36,51,1
48,89,64,32,3,1
49,89,76,61,63,1
50,95,72,62,63,1
51,93,80,53,63,1
52,95,69,52,63,2
53,57,47,43,63,2
54,110,86,30,3,1
55,94,47,39,51,1
56,95,67,43,51,1
57,77,70,45,63,1
58,105,87,65,63,2
59,73,51,46,63,1
60,95,66,58,63,1
61,75,74,29,3,1
62,93,69,50,63,1
63,71,48,48,63,1
64,95,61,59,63,1
65,75,56,40,63,1
66,102,63,55,63,1
67,49,46,21,3,2
68,74,71,70,63,1
69,77,75,67,63,3
70,100,100,42,3,1
71,78,50,46,63,1
72,73,37,30,51,2
73,92,86,41,3,1
74,94,64,38,51,1
75,100,35,35,51,2
76,104,55,53,63,1
77,38,36,32,63,2
78,97,64,60,63,1
79,60,47,27,51,1
80,54,51,47,63,2
81,73,53,51,63,1
82,114,74,60,63,1
83,101,99,53,63,1
84,92,69,68,63,1
85,115,74,68,63,1
86,90,55,27,3,1
87,111,45,44,51,1
88,48,40,40,63,2
89,49,40,36,63,1
90,79,52,37,51,2
91,89,43,36,51,1
92,59,57,55,63,2
93,108,63,39,51,2
94,60,48,41,63,2
95,57,56,33,63,1
96,95,46,32,51,3
97,96,69,41,51,5
98,76,71,36,51,3
99,85,81,33,3,2
