ID,X,Y,Z,ROTATIONS,COPIES
0,76,74,50,63,1
1,86,40,29,51,2
2,66,55,48,63,2
3,75,57,37,51,1
4,102,83,29,3,1
5,74,58,52,63,2
6,89,65,36,51,2
7,99,68,67,63,1
8,80,78,66,63,1
9,65,57,45,63,1
10,112,59,30,51,1
11,79,75,68,63,2
12,97,48,30,51,1
13,73,70,31,3,1
14,90,83,44,51,2
15,101,93,64,63,2
16,89,82,78,63,1
17,85,54,26,3,3
18,57,34,29,63,1
19,78,71,68,63,1
20,112,72,58,63,2
21,63,60,33,63,2
22,83,47,35,51,1
23,99,81,49,51,1
24,63,56,35,63,3
25,91,40,28,51,1
26,67,47,40,63,1
27,105,68,46,51,1
28,71,63,53,63,3
29,100,33,26,51,1
30,105,78,26,3,2
31,69,44,40,63,1
32,78,59,48,63,2
33,99,29,26,51,1
34,88,41,26,51,2
35,93,30,20,51,1
36,82,72,70,63,3
37,86,54,32,51,1
38,52,50,23,3,2
39,86,69,31,3,2
40,67,57,50,63,2
41,105,36,29,51,3
42,98,76,63,63,2
43,53,46,39,63,1
44,92,58,48,63,1
45,88,72,36,3,1
46,58,34,25,51,1
47,110,59,44,51,3
48,105,41,40,51,1
49,110,97,67,63,1
50,71,65,50,63,2
51,57,53,38,63,2
52,79,72,26,3,1
53,94,87,58,63,1
54,110,78,37,3,1
55,89,87,69,63,1
56,89,79,64,63,1
57,108,66,63,63,1
58,76,58,53,63,1
59,54,42,29,63,1
60,77,76,65,63,2
61,93,55,38,51,3
62,100,67,55,63,1
63,83,62,25,3,1
64,106,69,37,51,1
65,70,50,28,51,1
66,90,69,30,3,2
67,32,31,31,63,1
68,105,74,55,63,1
69,84,62,27,3,1
70,32,29,25,63,1
71,97,56,42,51,2
72,92,80,76,63,2
73,87,39,36,51,2
74,91,79,28,3,2
75,119,66,53,51,4
76,98,70,58,63,1
77,63,63,56,63,2
78,68,61,31,51,1
79,98,75,28,3,1
