ID,X,Y,Z,ROTATIONS,COPIES
0,91,58,57,63,3
1,92,78,53,63,1
2,112,48,28,51,4
3,78,47,26,51,4
4,41,40,28,63,3
5,57,47,32,63,3
6,54,47,40,63,5
7,85,80,25,3,6
8,89,86,54,63,1
9,118,94,68,63,3
10,98,63,36,51,2
11,81,42,38,51,5
12,86,59,39,51,2
13,91,67,40,51,3
14,73,61,41,63,2
15,67,59,57,63,2
16,84,75,33,3,1
17,96,88,70,63,5
18,67,44,30,51,3
19,82,76,64,63,5
20,119,45,43,51,4
21,85,66,47,63,8
22,101,74,49,51,3
23,87,57,50,63,4
24,73,69,63,63,4
25,97,54,38,51,4
26,104,56,37,51,2
27,85,44,30,51,2
28,104,88,20,3,4
29,103,94,32,3,3
30,79,60,56,63,2
31,60,57,56,63,5
32,80,72,37,51,2
33,96,39,31,51,5
34,92,29,23,51,5
35,53,46,34,63,4
36,71,53,30,51,4
37,94,80,35,3,3
38,68,68,57,63,1
39,97,57,43,51,2
