ID,X,Y,Z,ROTATIONS,COPIES
0,90,73,37,51,1
1,102,95,33,3,3
2,117,38,30,51,2
3,75,73,57,63,1
4,86,36,34,51,3
5,101,81,62,63,1
6,90,66,65,63,1
7,76,69,51,63,2
8,65,30,30,51,1
9,61,46,37,63,1
10,96,52,45,51,1
11,112,57,27,3,1
12,103,93,54,63,1
13,110,84,68,63,2
14,92,30,27,51,1
15,116,48,33,51,2
16,70,43,40,63,1
17,87,64,54,63,1
18,88,82,32,3,2
19,102,76,45,51,2
20,60,55,39,63,1
21,76,48,20,3,2
22,38,29,26,63,1
23,48,41,26,63,2
24,79,52,30,51,2
25,53,51,27,63,1
26,69,41,34,51,1
27,79,69,55,63,1
28,94,36,30,51,1
29,93,77,71,63,1
30,73,67,39,63,1
31,114,85,77,63,1
32,90,46,38,51,1
33,76,69,34,3,1
34,107,48,43,51,1
35,52,51,32,63,1
36,97,75,46,51,2
37,73,52,33,51,1
38,84,81,53,63,2
39,61,54,52,63,1
40,111,96,59,63,2
41,120,33,31,51,1
42,81,49,32,51,1
43,71,65,38,63,1
44,97,79,63,63,1
45,104,85,22,3,2
46,112,65,55,51,1
47,59,55,35,63,1
48,97,75,28,3,2
49,100,39,26,51,1
50,93,63,46,51,2
51,64,50,49,63,1
52,92,92,38,3,1
53,91,64,28,3,1
54,86,64,55,63,2
55,60,50,47,63,2
56,98,68,50,63,2
57,120,74,45,51,1
58,96,63,42,51,1
59,102,59,34,51,1
60,100,68,30,3,1
61,52,47,42,63,1
62,88,61,50,63,1
63,89,52,44,51,1
64,120,89,65,63,1
65,59,35,30,63,1
66,88,58,51,63,1
67,63,44,41,63,1
68,79,69,36,51,2
69,85,38,32,51,2
70,95,64,43,51,1
71,67,65,25,3,2
72,74,53,31,51,2
73,91,40,29,51,2
74,101,54,32,51,1
75,77,33,31,51,1
76,56,49,37,63,1
77,89,70,40,51,1
78,39,30,23,63,1
79,114,67,56,51,1
80,64,45,27,51,1
81,69,53,38,63,1
82,86,66,47,63,1
83,70,49,44,63,1
84,85,68,46,63,1
85,91,83,48,63,2
86,92,73,72,63,1
87,82,62,55,63,1
88,116,36,22,51,2
89,68,64,22,3,1
90,54,42,34,63,1
91,102,61,37,51,1
92,88,41,24,51,1
93,99,79,64,63,2
94,69,60,23,3,2
95,106,100,52,51,1
96,83,31,24,51,3
97,59,48,32,63,1
98,67,46,45,63,1
99,100,70,23,3,1
