ID,X,Y,Z,ROTATIONS,COPIES
0,100,94,28,3,1
1,81,78,66,63,3
2,111,49,21,3,3
3,119,63,37,51,3
4,72,50,30,51,3
5,58,58,40,63,2
6,108,55,29,51,2
7,54,49,38,63,2
8,69,46,44,63,1
9,88,71,61,63,1
10,83,58,35,51,1
11,108,77,37,3,2
12,108,62,57,63,4
13,73,61,31,51,3
14,92,46,43,51,2
15,62,53,51,63,2
16,79,69,20,3,1
17,74,39,38,63,1
18,92,70,28,3,1
19,78,73,61,63,1
20,105,70,26,3,2
21,60,35,20,51,1
22,91,60,45,51,1
23,105,47,36,51,3
24,92,62,39,51,2
25,43,37,35,63,1
26,78,67,56,63,1
27,93,61,34,51,1
28,94,54,45,51,2
29,97,35,34,51,1
30,59,48,40,63,1
31,115,78,32,3,3
32,76,60,46,63,1
33,101,73,27,3,2
34,99,85,60,63,1
35,83,62,55,63,2
36,93,38,27,51,2
37,119,79,28,3,1
38,46,39,33,63,1
39,82,80,76,63,2
40,58,43,22,51,1
41,82,72,39,51,1
42,82,36,33,51,1
43,68,54,50,63,2
44,92,66,28,3,3
45,64,33,33,63,1
46,49,36,31,63,2
47,58,46,24,51,3
48,107,45,23,51,1
49,76,67,31,3,1
50,83,78,78,63,1
51,78,49,44,63,2
52,120,70,44,51,1
53,79,53,40,63,1
54,94,67,60,63,3
55,87,82,48,63,2
56,98,56,41,51,1
57,107,74,38,51,1
58,66,62,25,3,1
59,97,61,42,51,2
60,47,45,43,63,2
61,83,78,50,63,1
62,66,63,46,63,2
63,93,76,54,63,1
64,93,47,42,51,3
65,80,78,36,3,4
66,72,53,32,51,2
67,79,72,36,3,1
68,109,100,51,51,1
69,107,77,25,3,2
70,109,65,44,51,1
71,80,55,33,51,3
72,90,55,41,51,1
73,96,61,38,51,1
74,91,88,55,63,2
75,80,44,43,63,2
76,111,55,27,3,2
77,115,47,41,51,2
78,95,59,59,63,1
79,77,70,29,3,5
