ID,X,Y,Z,ROTATIONS,COPIES
0,82,76,59,63,1
1,60,51,50,63,2
2,104,66,61,63,1
3,71,36,28,51,1
4,89,77,26,3,1
5,108,84,66,63,2
6,90,51,45,51,1
7,48,35,33,63,1
8,89,57,52,63,1
9,99,77,58,63,2
10,92,86,66,63,1
11,93,80,46,51,1
12,72,45,39,63,2
13,73,46,24,51,1
14,112,71,37,51,2
15,70,69,69,63,1
16,112,64,27,3,2
17,52,42,39,63,1
18,120,84,23,3,2
19,94,61,36,51,1
20,65,50,49,63,1
21,96,65,54,63,1
22,96,58,40,51,2
23,120,65,55,51,2
24,76,64,44,63,1
25,95,63,34,51,1
26,119,67,29,3,1
27,78,39,38,51,1
28,84,37,25,51,1
29,116,69,53,51,1
30,73,45,26,51,1
31,84,37,30,51,1
32,80,53,34,51,1
33,81,51,48,63,1
34,68,54,53,63,1
35,119,69,68,63,2
36,75,72,64,63,1
37,89,55,33,51,1
38,98,92,59,63,2
39,69,60,21,3,1
40,112,92,39,3,1
41,89,50,45,63,1
42,105,84,21,3,1
43,110,74,56,63,1
44,84,67,45,63,1
45,98,34,28,51,1
46,100,92,63,63,1
47,73,46,33,51,1
48,76,53,46,63,2
49,77,54,34,51,1
50,108,89,44,3,3
51,97,69,41,51,1
52,91,70,47,63,1
53,63,50,49,63,1
54,70,51,49,63,1
55,107,53,45,51,1
56,79,75,54,63,1
57,93,50,33,51,1
58,95,78,67,63,1
59,109,49,42,51,1
60,67,44,27,51,2
61,82,59,37,51,1
62,81,55,30,51,1
63,90,71,40,51,1
64,107,58,48,51,1
65,73,69,30,3,1
66,75,49,49,63,1
67,102,59,39,51,1
68,63,55,25,3,2
69,53,37,32,63,2
70,93,65,23,3,1
71,47,35,29,63,3
72,103,80,27,3,2
73,39,38,33,63,1
74,106,72,39,51,1
75,89,37,32,51,1
76,82,73,68,63,3
77,95,61,49,63,1
78,107,77,75,63,1
79,59,34,30,63,1
80,101,36,24,51,1
81,114,56,55,51,1
82,93,50,44,51,2
83,96,76,67,63,1
84,68,66,35,63,1
85,76,31,27,51,1
86,87,85,63,63,1
87,73,42,33,51,1
88,100,33,30,51,2
89,80,73,29,3,1
90,45,45,30,63,1
91,81,77,33,3,1
92,46,30,23,51,1
93,90,80,72,63,1
94,74,48,47,63,1
95,69,69,48,63,1
96,70,30,25,51,1
97,84,67,64,63,1
98,118,44,30,51,2
99,90,58,37,51,1
