ID,X,Y,Z,ROTATIONS,COPIES
0,99,68,23,3,2
1,68,52,40,63,2
2,101,66,61,63,1
3,57,56,22,3,1
4,81,54,47,63,1
5,86,34,25,51,1
6,54,46,27,51,2
7,95,65,34,51,2
8,105,57,29,51,2
9,120,63,28,3,1
10,64,62,42,63,1
11,78,65,21,3,1
12,98,94,45,3,2
13,94,58,26,3,1
14,113,81,51,51,2
15,83,80,76,63,1
16,86,64,53,63,2
17,68,44,33,51,1
18,52,40,31,63,1
19,95,67,38,51,1
20,98,70,27,3,2
21,116,54,37,51,1
22,90,51,36,51,1
23,104,75,52,51,1
24,74,50,39,63,3
25,71,64,41,63,1
26,88,72,37,51,1
27,85,68,41,51,2
28,84,84,33,3,1
29,83,62,40,51,1
30,84,64,57,63,3
31,80,68,39,51,1
32,80,53,38,51,1
33,115,62,23,3,2
34,94,43,30,51,1
35,85,43,39,51,1
36,50,35,21,51,2
37,78,63,56,63,1
38,75,52,34,51,1
39,76,75,34,3,2
40,86,27,20,51,1
41,70,52,28,51,1
42,53,35,25,51,1
43,108,49,21,3,1
44,46,42,36,63,1
45,64,50,44,63,1
46,108,42,24,51,1
47,77,48,26,51,1
48,114,50,43,51,2
49,94,65,48,63,1
50,102,29,21,51,2
51,57,48,38,63,2
52,61,29,25,51,1
53,45,44,37,63,2
54,74,54,50,63,1
55,77,64,33,51,2
56,92,69,44,51,3
57,86,63,46,63,1
58,99,51,28,51,2
59,107,56,41,51,1
60,76,45,32,51,1
61,100,39,36,51,4
62,67,45,34,63,2
63,84,50,41,51,1
64,68,60,40,63,3
65,98,86,70,63,2
66,78,73,41,63,2
67,111,73,36,3,1
68,116,57,46,51,1
69,88,47,21,3,2
70,54,28,24,51,1
71,77,29,26,51,1
72,111,43,39,51,1
73,92,37,36,51,1
74,94,55,53,63,1
75,67,50,38,63,1
76,67,59,46,63,1
77,117,65,62,63,2
78,65,49,47,63,2
79,73,52,37,63,1
80,52,52,23,3,2
81,59,58,36,63,1
82,81,70,66,63,2
83,117,77,74,63,1
84,117,99,31,3,1
85,67,66,64,63,3
86,91,90,67,63,2
87,83,52,24,3,1
88,105,80,61,63,1
89,89,77,36,3,1
90,92,84,67,63,2
91,89,59,31,51,1
92,81,64,29,3,2
93,73,32,22,51,1
94,88,61,33,51,1
95,95,54,33,51,1
96,84,78,32,3,1
97,96,61,41,51,1
98,76,46,26,51,2
99,99,76,48,51,1
