ID,X,Y,Z,ROTATIONS,COPIES
0,101,81,24,3,1
1,94,72,29,3,3
2,79,72,47,63,1
3,90,36,35,51,1
4,68,51,40,63,1
5,48,45,35,63,1
6,108,84,69,63,2
7,91,45,31,51,2
8,84,80,62,63,1
9,77,71,41,63,1
10,91,78,42,51,1
11,82,80,60,63,1
12,89,42,26,51,1
13,45,41,30,63,1
14,79,51,29,51,2
15,56,53,20,3,1
16,117,78,39,3,1
17,84,78,42,51,2
18,118,66,46,51,2
19,116,42,30,51,2
20,80,51,47,63,1
21,117,74,73,63,1
22,56,47,28,51,1
23,84,52,31,51,1
24,69,68,55,63,3
25,69,45,32,51,1
26,88,80,59,63,1
27,95,93,34,3,1
28,115,55,51,51,4
29,99,83,21,3,1
30,115,66,35,51,1
31,84,65,36,51,1
32,84,43,40,51,1
33,97,81,48,51,1
34,100,59,41,51,1
35,69,48,25,51,1
36,41,27,26,63,1
37,79,64,45,63,1
38,115,81,27,3,1
39,66,59,24,3,2
40,63,57,52,63,2
41,66,54,44,63,1
42,87,76,59,63,2
43,82,66,43,63,1
44,118,51,43,51,1
45,81,36,21,51,1
46,59,53,33,63,1
47,75,56,51,63,1
48,85,62,49,63,1
49,76,51,32,51,2
50,67,55,54,63,1
51,70,32,25,51,1
52,120,69,47,51,1
53,97,82,36,3,1
54,97,68,34,3,2
55,96,61,53,63,2
56,44,34,27,63,1
57,71,34,29,51,2
58,100,92,37,3,3
59,83,61,44,63,1
60,91,38,35,51,1
61,89,80,60,63,2
62,113,42,27,51,1
63,79,73,38,51,2
64,80,80,68,63,1
65,67,46,28,51,2
66,79,60,37,51,1
67,91,42,41,51,1
68,78,66,45,63,1
69,113,58,27,3,2
70,114,64,22,3,2
71,73,68,43,63,2
72,62,47,32,63,1
73,120,43,40,51,2
74,82,42,37,51,1
75,110,85,46,51,2
76,62,56,51,63,1
77,65,60,52,63,2
78,74,62,33,51,2
79,89,75,72,63,1
80,75,40,25,51,3
81,96,71,57,63,2
82,95,92,69,63,2
83,69,54,34,51,4
84,76,73,56,63,1
85,75,74,30,3,1
86,111,54,39,51,2
87,60,46,38,63,2
88,97,64,45,51,1
89,48,47,25,63,1
