ID,X,Y,Z,ROTATIONS,COPIES
0,56,32,28,51,1
1,92,68,39,51,1
2,90,86,29,3,1
3,73,54,52,63,2
4,114,100,45,3,2
5,94,51,36,51,1
6,108,59,38,51,1
7,89,82,61,63,1
8,81,71,43,63,1
9,61,53,37,63,2
10,85,70,58,63,1
11,111,98,39,3,1
12,66,62,59,63,1
13,117,87,49,51,2
14,70,62,40,63,1
15,36,30,30,63,2
16,80,62,57,63,2
17,73,72,54,63,1
18,89,67,41,51,3
19,82,51,38,51,2
20,110,47,42,51,2
21,82,61,35,51,1
22,102,100,62,63,1
23,91,50,42,51,2
24,74,62,38,63,2
25,66,61,50,63,2
26,84,67,44,63,1
27,78,56,56,63,2
28,64,53,52,63,1
29,39,33,30,63,2
30,55,38,29,63,1
31,76,69,46,63,2
32,115,44,26,51,3
33,75,39,30,51,2
34,77,73,31,3,1
35,67,63,56,63,2
36,99,87,56,63,1
37,109,55,41,51,2
38,88,75,30,3,2
39,63,38,32,63,1
40,103,53,49,51,1
41,84,74,51,63,1
42,88,29,22,51,2
43,101,62,61,63,1
44,111,64,45,51,1
45,55,46,43,63,1
46,89,54,52,63,1
47,116,63,50,51,2
48,96,37,27,51,1
49,65,65,43,63,1
50,76,61,51,63,1
51,87,80,66,63,2
52,97,46,23,3,1
53,83,47,36,51,1
54,118,90,36,3,1
55,83,56,27,3,2
56,73,58,53,63,2
57,69,57,44,63,3
58,109,53,49,51,1
59,79,56,41,63,1
60,40,33,22,63,2
61,109,72,65,63,5
62,74,62,51,63,2
63,97,73,36,3,1
64,107,65,42,51,1
65,89,77,76,63,2
66,86,57,36,51,3
67,66,49,41,63,1
68,100,59,56,63,1
69,89,69,54,63,1
70,113,43,26,51,2
71,105,65,44,51,1
72,61,60,46,63,1
73,91,47,39,51,1
74,84,72,26,3,2
75,48,45,27,63,4
76,75,71,26,3,1
77,77,69,40,63,1
78,80,72,39,51,5
79,107,62,56,63,2
