ID,X,Y,Z,ROTATIONS,COPIES
0,64,53,32,51,2
1,51,42,28,63,1
2,49,32,30,63,1
3,109,68,59,63,2
4,66,43,32,51,1
5,120,71,47,51,1
6,109,57,41,51,1
7,100,70,28,3,1
8,76,70,51,63,1
9,85,40,26,51,1
10,79,71,55,63,1
11,93,73,55,63,1
12,101,75,75,63,2
13,89,58,53,63,1
14,98,53,36,51,1
15,118,53,31,51,3
16,77,43,37,51,2
17,64,60,46,63,1
18,74,67,37,51,2
19,89,47,38,51,3
20,75,35,27,51,2
21,101,83,74,63,2
22,110,75,59,63,1
23,70,59,22,3,1
24,63,51,31,51,1
25,71,69,50,63,2
26,99,57,45,51,2
27,52,52,50,63,2
28,114,57,33,51,1
29,117,88,65,63,1
30,64,39,36,63,1
31,85,70,41,51,2
32,59,38,28,51,1
33,83,72,29,3,1
34,52,43,35,63,1
35,63,53,51,63,1
36,114,59,33,51,4
37,77,45,41,63,2
38,120,67,55,51,1
39,96,64,28,3,1
40,106,32,32,51,1
41,80,49,31,51,1
42,95,92,38,3,1
43,74,29,23,51,1
44,75,58,50,63,1
45,98,79,40,51,1
46,99,85,44,51,1
47,81,61,41,63,3
48,96,36,31,51,1
49,100,64,26,3,2
50,119,72,60,63,1
51,66,49,37,63,1
52,98,40,27,51,1
53,72,60,55,63,1
54,54,29,20,51,1
55,61,50,38,63,1
56,108,52,36,51,1
57,86,62,39,51,1
58,55,53,27,51,2
59,94,69,52,63,1
60,120,53,48,51,1
61,87,73,37,51,1
62,99,78,43,51,1
63,117,42,22,51,1
64,91,54,37,51,1
65,53,35,31,63,1
66,110,65,27,3,1
67,49,42,29,63,1
68,95,92,63,63,1
69,79,76,32,3,1
70,102,30,25,51,2
71,89,58,35,51,1
72,72,48,45,63,1
73,83,43,35,51,1
74,103,89,63,63,1
75,98,93,39,3,2
76,81,70,53,63,2
77,86,64,60,63,2
78,105,74,72,63,1
79,69,60,37,63,2
80,104,44,20,3,1
81,95,34,25,51,2
82,72,55,28,51,1
83,79,43,22,51,1
84,87,55,34,51,1
85,68,48,33,51,1
86,77,56,41,63,1
87,78,42,34,51,1
88,86,85,51,63,2
89,102,96,66,63,1
90,80,44,36,51,1
91,110,80,72,63,1
92,110,64,39,51,1
93,117,49,28,51,2
94,73,57,55,63,1
95,102,65,35,51,1
96,46,44,33,63,1
97,91,52,47,63,1
98,97,95,37,3,2
99,93,78,25,3,1
