ID,X,Y,Z,ROTATIONS,COPIES
0,119,34,28,51,2
1,84,69,48,63,1
2,97,82,78,63,1
3,109,43,33,51,1
4,80,75,47,63,3
5,74,62,30,3,2
6,40,35,31,63,1
7,58,43,26,51,2
8,111,73,71,63,1
9,95,66,43,51,1
10,96,82,28,3,2
11,84,73,66,63,2
12,62,42,38,63,1
13,108,91,58,63,2
14,96,81,25,3,1
15,42,35,31,63,3
16,75,54,30,51,1
17,117,50,33,51,2
18,115,68,49,51,1
19,105,66,60,63,3
20,50,45,38,63,1
21,79,50,34,51,1
22,72,36,35,51,2
23,74,57,37,51,1
24,72,66,63,63,1
25,86,62,29,3,1
26,91,70,34,3,1
27,55,35,29,63,1
28,64,54,25,3,2
29,97,82,50,63,1
30,93,73,45,51,2
31,83,35,25,51,2
32,60,59,33,63,1
33,113,45,38,51,1
34,54,51,30,63,2
35,110,43,26,51,1
36,100,66,37,51,1
37,91,73,48,63,1
38,65,56,47,63,3
39,72,50,27,51,1
40,92,87,27,3,2
41,110,42,21,3,1
42,90,48,36,51,1
43,76,73,54,63,1
44,61,41,34,63,1
45,74,50,38,63,1
46,110,49,43,51,2
47,104,69,38,51,2
48,95,71,52,63,1
49,77,57,48,63,1
50,91,66,46,63,1
51,114,70,29,3,2
52,101,80,68,63,1
53,40,38,23,63,2
54,90,70,24,3,2
55,90,71,69,63,3
56,106,70,55,63,1
57,85,49,34,51,1
58,90,68,47,63,1
59,72,56,46,63,2
60,63,49,47,63,2
61,96,61,60,63,1
62,81,54,48,63,1
63,96,58,56,63,1
64,51,30,27,63,1
65,63,60,48,63,1
66,100,71,22,3,2
67,80,46,22,3,2
68,77,69,28,3,1
69,99,62,21,3,1
70,62,45,22,3,1
71,90,57,52,63,1
72,97,76,51,63,1
73,117,47,41,51,1
74,62,58,44,63,1
75,60,58,40,63,1
76,96,51,44,51,1
77,59,54,35,63,1
78,70,51,48,63,1
79,118,49,43,51,2
80,49,44,26,63,1
81,78,58,26,3,2
82,91,70,28,3,1
83,61,42,31,63,1
84,118,79,44,51,1
85,119,46,45,51,1
86,99,75,45,51,2
87,49,46,42,63,1
88,119,85,59,51,1
89,105,97,23,3,1
90,92,68,42,51,2
91,88,59,37,51,5
92,91,71,49,63,1
93,76,53,46,63,1
94,79,62,26,3,1
95,41,37,28,63,1
96,69,68,59,63,1
97,73,69,20,3,1
98,84,69,33,3,1
99,96,82,48,51,1
