ID,X,Y,Z,ROTATIONS,COPIES
0,77,42,30,51,2
1,98,45,28,51,1
2,61,58,32,63,1
3,92,77,61,63,1
4,58,44,27,51,1
5,108,72,50,51,2
6,93,72,71,63,1
7,111,49,30,51,1
8,79,66,49,63,1
9,85,74,39,51,1
10,106,34,33,51,2
11,113,91,76,63,3
12,57,49,43,63,1
13,103,80,27,3,1
14,74,66,31,3,1
15,112,66,29,3,2
16,110,83,67,63,1
17,119,56,36,51,1
18,97,87,22,3,2
19,53,31,25,51,1
20,79,62,58,63,1
21,71,61,40,63,1
22,65,56,28,3,1
23,67,63,53,63,1
24,59,43,30,63,2
25,65,41,41,63,1
26,78,54,38,51,1
27,59,54,27,3,1
28,96,68,34,3,2
29,113,78,54,51,1
30,96,90,49,63,1
31,94,68,46,51,2
32,67,65,31,3,2
33,83,46,38,51,1
34,71,65,51,63,1
35,88,46,42,51,1
36,83,32,31,51,1
37,86,29,26,51,1
38,86,80,75,63,1
39,73,70,59,63,2
40,120,67,65,63,1
41,88,66,52,63,1
42,74,68,41,63,1
43,76,67,42,63,1
44,83,63,37,51,1
45,70,51,50,63,1
46,98,79,77,63,1
47,97,85,54,63,1
48,80,55,29,51,1
49,63,43,34,63,1
50,51,40,34,63,1
51,89,80,62,63,1
52,88,63,53,63,1
53,100,91,71,63,2
54,75,54,38,63,1
55,101,43,31,51,1
56,67,63,41,63,1
57,97,92,44,3,1
58,107,64,34,51,1
59,73,62,50,63,2
60,102,84,37,3,1
61,67,32,28,51,3
62,47,38,35,63,1
63,81,65,32,3,1
64,42,38,27,63,1
65,55,47,40,63,1
66,91,67,59,63,1
67,60,42,39,63,1
68,88,59,21,3,1
69,82,71,21,3,1
70,78,43,25,51,1
71,116,69,67,63,1
72,102,78,45,51,1
73,90,87,40,3,1
74,118,39,35,51,1
75,104,51,21,3,2
76,115,86,65,63,1
77,62,39,33,63,1
78,80,73,68,63,1
79,78,50,31,51,3
80,80,47,46,63,2
81,72,57,50,63,1
82,115,99,41,3,1
83,46,37,26,63,1
84,118,86,20,3,1
85,71,52,27,51,1
86,52,45,30,63,1
87,106,59,41,51,1
88,84,52,25,3,1
89,82,61,44,63,1
90,84,68,59,63,2
91,99,56,53,63,1
92,82,74,42,63,1
93,85,61,23,3,3
94,103,71,28,3,1
95,87,77,59,63,2
96,104,77,40,51,1
97,48,37,34,63,1
98,81,61,51,63,1
99,96,37,36,51,2
