ID,X,Y,Z,ROTATIONS,COPIES
0,64,48,46,63,1
1,79,25,22,51,2
2,89,85,33,3,1
3,79,66,34,51,1
4,79,54,31,51,2
5,115,95,22,3,2
6,76,54,44,63,2
7,80,44,29,51,1
8,66,33,26,51,1
9,50,32,32,63,2
10,116,93,21,3,1
11,113,64,50,51,2
12,101,80,31,3,1
13,96,76,46,51,2
14,61,61,26,3,1
15,108,26,23,51,2
16,96,88,31,3,1
17,80,61,47,63,1
18,87,74,35,3,3
19,61,51,50,63,1
20,97,77,70,63,2
21,74,65,61,63,4
22,92,30,23,51,1
23,94,59,40,51,2
24,100,84,27,3,1
25,120,42,31,51,1
26,45,40,36,63,2
27,53,50,50,63,1
28,81,64,45,63,1
29,63,62,31,3,1
30,107,59,48,51,1
31,114,76,27,3,1
32,39,26,25,63,2
33,92,67,42,51,1
34,85,82,38,3,1
35,52,41,31,63,2
36,50,40,30,63,3
37,94,47,30,51,4
38,92,76,37,3,1
39,93,56,25,3,1
40,71,38,38,63,1
41,103,71,69,63,1
42,88,67,51,63,2
43,103,70,53,63,1
44,71,69,62,63,1
45,91,79,36,3,1
46,64,46,29,51,2
47,115,82,50,51,2
48,63,34,30,51,1
49,77,29,25,51,1
50,66,38,35,63,2
51,60,52,50,63,1
52,83,68,33,3,2
53,108,52,42,51,2
54,114,88,33,3,1
55,65,64,37,63,1
56,58,36,32,63,1
57,75,73,64,63,1
58,61,32,27,51,2
59,65,65,43,63,1
60,67,46,44,63,1
61,91,85,73,63,1
62,72,34,26,51,1
63,118,72,42,51,1
64,63,55,50,63,3
65,112,75,64,63,1
66,94,83,60,63,2
67,57,43,35,63,1
68,65,39,34,63,1
69,78,66,34,51,1
70,63,61,42,63,1
71,75,72,47,63,1
72,48,38,37,63,1
73,89,70,40,51,3
74,93,45,44,51,2
75,87,71,25,3,1
76,89,40,32,51,1
77,55,53,39,63,1
78,52,39,32,63,1
79,90,44,38,51,1
80,97,67,46,51,3
81,90,76,32,3,2
82,92,76,36,3,1
83,97,63,30,3,3
84,60,50,32,63,1
85,59,56,39,63,1
86,94,59,30,51,2
87,55,39,26,51,2
88,68,52,29,51,2
89,100,97,40,3,2
90,77,40,38,51,2
91,97,70,51,63,1
92,76,61,32,51,2
93,100,91,42,3,2
94,82,47,33,51,1
95,104,73,42,51,1
96,86,73,69,63,1
97,37,35,26,63,1
98,57,55,41,63,2
99,94,92,52,63,1
