ID,X,Y,Z,ROTATIONS,COPIES
0,96,95,68,63,2
1,69,61,35,63,1
2,107,70,55,63,2
3,92,85,34,3,1
4,96,60,31,51,2
5,66,38,38,63,3
6,63,57,36,63,1
7,51,31,31,63,1
8,100,75,44,51,1
9,78,66,53,63,1
10,33,32,29,63,1
11,81,72,45,63,1
12,88,57,38,51,2
13,52,34,21,51,1
14,112,69,31,3,1
15,63,59,57,63,1
16,76,65,48,63,1
17,92,60,46,51,1
18,118,55,52,51,1
19,96,93,22,3,1
20,73,32,29,51,1
21,104,78,54,63,1
22,120,80,26,3,1
23,58,54,46,63,2
24,90,90,40,3,1
25,79,58,55,63,1
26,74,45,22,3,2
27,102,72,35,3,1
28,84,78,67,63,1
29,98,58,44,51,1
30,97,83,56,63,1
31,67,57,38,63,2
32,90,80,68,63,1
33,79,48,35,51,1
34,75,66,43,63,1
35,104,53,36,51,2
36,94,94,69,63,1
37,101,86,47,51,2
38,109,85,65,63,1
39,69,62,46,63,2
40,81,57,48,63,1
41,108,63,47,51,2
42,84,67,49,63,2
43,112,66,64,63,1
44,93,43,41,51,1
45,115,71,53,51,1
46,92,67,40,51,1
47,66,60,45,63,1
48,82,48,26,51,1
49,90,88,20,3,1
50,113,73,67,63,2
51,62,39,35,63,1
52,77,54,33,51,1
53,88,55,54,63,1
54,66,49,47,63,1
55,89,28,26,51,1
56,58,53,39,63,1
57,99,64,53,63,2
58,57,48,44,63,1
59,112,58,29,3,1
60,56,54,27,3,2
61,78,65,38,51,1
62,76,54,40,63,1
63,96,92,39,3,3
64,57,56,55,63,2
65,69,65,49,63,1
66,97,78,57,63,2
67,94,46,41,51,2
68,86,69,64,63,2
69,117,95,43,3,2
70,41,26,23,63,1
71,109,41,32,51,1
72,95,91,56,63,1
73,61,40,30,51,1
74,65,60,30,3,1
75,57,36,35,63,1
76,97,88,28,3,1
77,72,60,32,51,3
78,74,29,27,51,1
79,81,78,64,63,1
80,96,59,25,3,1
81,78,76,52,63,1
82,115,82,34,3,1
83,78,76,57,63,1
84,44,43,33,63,1
85,87,62,27,3,1
86,83,81,60,63,2
87,105,63,60,63,2
88,96,81,41,51,1
89,70,45,32,51,2
